title,description,show_type,tags,year,length,rating,votes,countries,link,image_link
Obcy: Romulus / Alien: Romulus (2024),Podczas przeszukiwania głębin opuszczonej stacji kosmicznej grupa młodych kolonizatorów kosmosu staje twarzą w twarz z najbardziej przerażającą formą życia we wszechświecie.,Film,"Horror, Sci-Fi, Thriller",2024,119,7.4,101,"United Kingdom, United States, Hungary, Australia, New ZealandCanada",https://cda-hd.cc/65582/obcy-romulus-alien-romulus-2024/,https://image.tmdb.org/t/p/w185/6FsZvai0QZDdtOf2ideSRUZZyg.jpg
Zabierz mnie na Księżyc / Fly Me to the Moon (2024),"Ekspertka marketingu i skrupulatny dyrektor ds. startów podejmują się zadania, którego tłem jest epokowe lądowanie Apollo 11 na Księżycu.",Film,"Komedia, Romans",2024,132,6.6,102,"United States, United Kingdom",https://cda-hd.cc/65539/zabierz-mnie-na-ksiezyc-fly-me-to-the-moon-2024/,https://image.tmdb.org/t/p/w185/gh2VbtGAyUgy9UuNsNEB70FBagI.jpg
Dotyk śmierci / Boneyard (2024),"Po tym, jak szef policji Carter odkrywa szczątki jedenastu kobiet, agent specjalny FBI Petrovick zostaje zrekrutowany, aby określić seryjnego mordercę odpowiedzialnego za niesławne morderstwa na cmentarzu. Gdy policja, agencja narkotykowa i FBI łączą siły, splątana sieć intryg zamienia wszystkich w podejrzanych.",Film,"Akcja, Dramat, Kryminał, Tajemnica, Thriller",2024,96,4.2,81,USA,https://cda-hd.cc/65534/dotyk-smierci-boneyard-2024/,https://image.tmdb.org/t/p/w185/xkNK36hQv8SWiwiQoE7naRfP0zL.jpg
Rozpuszczeni i bezkarni / Untamed Royals / Delincuentes (2024),"Grupa bogatych nastolatków popełnia przestępstwa, od drobnych wykroczeń po niebezpieczne napady. Ich występki mają poważne konsekwencje — jednak nie dla nich.",Film,"Dramat, Kryminał",2024,99,4.7,81,USA,https://cda-hd.cc/65530/rozpuszczeni-i-bezkarni-untamed-royals-delincuentes-2024/,https://image.tmdb.org/t/p/w185/xkNK36hQv8SWiwiQoE7naRfP0zL.jpg
Jedno życie / One Life (2023),W roku 1939 Nicolas Winton ocalił setki dzieci przed śmiercią. 40 lat później jego historia poruszyła świat.,Film,"Biograficzny, Dramat, Historyczny",2023,109,7.6,87,"United Kingdom, Czech Republic, Australia, United States",https://cda-hd.cc/65524/jedno-zycie-one-life-2023/,https://image.tmdb.org/t/p/w185/yvnIWt2j8VnDgwKJE2VMiFMa2Qo.jpg
Regentka / Firebrand (2023),"Historia Katarzyny Parr, ostatniej żony króla Henryka VIII, pełniącej funkcję regentki podczas jego nieobecności w kraju.",Film,"Dramat, Historyczny",2023,121,6.3,92,"United Kingdom, United States",https://cda-hd.cc/65522/regentka-firebrand-2023/,https://image.tmdb.org/t/p/w185/kXAc1LaxL64udWr9SOAHQwOBEG0.jpg
Mur graniczny / The Wall (2023),"Strażniczka Jessica Comley pełni służbę na granicy między Arizoną a Meksykiem. Gdy pewnego dnia z jej broni służbowej ginie niewinna osoba, Jessica stara się zatuszować sprawę, ale świadkami postrzału byli mieszkańcy lokalnej społeczności migrantów.",Film,Dramat,2023,96,5.4,100,"Belgium, Luxembourg, Denmark, United States",https://cda-hd.cc/65520/mur-graniczny-the-wall-2023/,https://image.tmdb.org/t/p/w185/AnWeH2fag88wFycnI7RI4i9GnVz.jpg
Yolo / Re La Gun Tang (2024),"Le Ying po skończeniu studiów i krótkim okresie pracy postanowiła wycofać się ze społecznego życia. Teraz spędza całe dnie w domu, nie robiąc nic szczególnego. W końcu jednak decyduje się na zmianę. Przełomem staje się dla niej spotkanie z pewnym trenerem boksu… Sportowy komediodramat będący wielkim przebojem chińskiego kina.",Film,"Akcja, Dramat, Komedia, Sportowy",2024,129,6.9,101,China,https://cda-hd.cc/65518/yolo-re-la-gun-tang-2024/,https://image.tmdb.org/t/p/w185/fI5BIp48yERyYhu7O6XlDT4puSZ.jpg
Gru i Minionki: Pod przykrywką / Despicable Me 4 (2024),"Gru, ulubiony super-złoczyńca świata, powraca w ekscytującej, nowej odsłonie komedii animowanej „Gru i Minionki: Pod przykrywką”. Gru i Lucy oraz ich córeczki: – Margo , Edith i Agnes powitają nowego członka rodziny Gru juniora. Gru będzie musiał zmierzyć się z nowym nemezis w postaci Maxime’a Le Mala i jego femme fatale, Valentiny. Pełen nieprzerwanej akcji i charakterystycznego, przewrotnego humoru film „Gru i Minionki: Pod Przykrywką” został wyreżyserowany przez nominowanego do Oscara® Chrisa Renauda i wyprodukowany przez Illumination.",Film,"Animacja, Familijny, Komedia, Kryminał, Przygodowy, Sci-Fi",2024,94,6.4,99,USA,https://cda-hd.cc/65516/gru-i-minionki-pod-przykrywka-despicable-me-4-2024/,https://image.tmdb.org/t/p/w185/91MTLexAI0am1x0yuvZfIIAkDzr.jpg
Ktoś jak ty / Someone Like You (2024),"Oparta na popularnej powieści poczytnej autorki Karen Kingsbury, „Someone Like You” to poruszająca i pouczająca historia miłosna. Dla młodego architekta Dawsona Gage’a utrata najlepszego przyjaciela Londona Quinna to szokująca wiadomość. Pełen żalu Dawson czuje, że musi podjąć się niemożliwego zadania – odnalezienia nieznanej siostry bliźniaczki Londona, których rozdzielono jeszcze jako zarodki. Jednakże Dawson nigdy nie planował zakochać się.",Film,Romans,2024,118,6.3,101,USA,https://cda-hd.cc/65509/ktos-jak-ty-someone-like-you-2024/,https://image.tmdb.org/t/p/w185/zsvD0BjEQIIoh2PpE5X7VXmSrQO.jpg
Bezdroża / Sideways (2004),"Jack niedługo bierze ślub, więc Miles zabiera go w podróż, podczas której wypiją litry wina i uwikłają się w skomplikowane relacje z dwiema kobietami.",Film,"Dramat, Komedia, Romans",2004,127,7.5,83,USA,https://cda-hd.cc/65504/bezdroza-sideways-2004/,https://image.tmdb.org/t/p/w185/pX594IzSOEdGhKpaohNUvM6iNPe.jpg
Tokunbo / Tòkunbò̩ (2024),"Były przemytnik samochodów ma trzy godziny, aby dostarczyć porywaczowi córkę prominentnej polityczki. Jeśli tego nie robi, jego rodzina poniesie konsekwencje.",Film,Dramat,2024,113,3.9,103,Nigeria,https://cda-hd.cc/65429/tokunbo-tokunbo%cc%a9-2024/,https://image.tmdb.org/t/p/w185/yV7YWPKH2OWboyAlkZ46gp75Y4j.jpg
Słodki przekręt / Marmalade (2024),"Oto historia osadzonego w więzieniu Barona (Keery), który dogaduje się z kolegą z celi Otisem (Hodge), mężczyzną o długiej historii ucieczek. Otis opracowuje plan, zaś Baron wspomina, jak poznał Marmoladę (Morrone), miłość swojego życia, i jak narodził się ich plan w stylu Bonnie i Clyde’a, aby obrabować bank, sfinansować leczenie chorej matki i zapewnić obojgu życie, o którym zawsze marzyli.",Film,"Dramat, Komedia, Kryminał, Romans, Thriller",2024,99,6.2,91,UK,https://cda-hd.cc/65422/slodki-przekret-marmalade-2024/,https://image.tmdb.org/t/p/w185/yt66TPbmJn8E4LepeLhBO5V1AED.jpg
Oko / The Eye (2008),Po operacji przeszczepu rogówki Sydney zaczyna widzieć dziwne rzeczy.,Film,"Horror, Tajemnica",2008,98,5.4,101,"Canada, United States",https://cda-hd.cc/65419/oko-the-eye-2008/,https://image.tmdb.org/t/p/w185/CBgEey9aHaIiGUAmGzw0LIz93i.jpg
Horyzont. Rozdział 1 / Horizon: An American Saga – Chapter 1 (2024),"Tysiące osadników przemierzają bezkresne terytoria Stanów Zjednoczonych. Na nowej ziemi obiecanej krzyżują się losy szlachetnych i podłych, silnych i słabych, odważnych i tchórzy.",Film,"Dramat, Western",2024,181,6.8,96,USA,https://cda-hd.cc/65416/horyzont-rozdzial-1-horizon-an-american-saga-chapter-1-2024/,https://image.tmdb.org/t/p/w185/xDecnWwvtyvhQt1KOo2Hz3XLGGJ.jpg
Loteria! / Jackpot! (2024),"Kalifornia zmaga się z problemami ekonomicznymi, ustanowiono więc Wielką Loterię. Jedynym haczykiem jest to, że aby legalnie odebrać nagrodę, trzeba zabić zwycięzcę przed zachodem słońca.",Film,"Akcja, Komedia",2024,106,5.9,96,USA,https://cda-hd.cc/65414/loteria-jackpot-2024/,https://image.tmdb.org/t/p/w185/g1cvVrb9Rd4SdGwiwuMWCbz0sRg.jpg
Omen: Początek / The First Omen (2024),"Młoda Amerykanka zostaje wysłana do Rzymu, by rozpocząć życie w służbie Kościoła. Na swojej drodze napotyka mroczne siły, przez które zaczyna kwestionować swoją wiarę i odkrywa przerażający spisek mający na celu sprowadzenie na świat zła wcielonego.",Film,Horror,2024,119,6.5,88,"United States, Italy, Serbia, Canada",https://cda-hd.cc/65400/omen-poczatek-the-first-omen-2024/,https://image.tmdb.org/t/p/w185/k4T98rTYmG7QyVNutU9wY1gWJZY.jpg
Puchatek: Krew i miód 2 / Winnie-the-Pooh: Blood and Honey 2 (2024),"Żądny mordu Puchatek powraca w towarzystwie nowych przyjaciół, aby zgładzić nie tylko Krzysia, ale wszystkich pozostałych przy życiu uczestników pewnego urodzinowego przyjęcia sprzed lat.",Film,"Horror, Thriller",2024,93,4.7,103,"United Kingdom, United States",https://cda-hd.cc/65394/puchatek-krew-i-miod-2-winnie-the-pooh-blood-and-honey-2-2024/,https://image.tmdb.org/t/p/w185/AvCJPwLrnOcbJDUFcwRLoAbMHoD.jpg
Czerwone pokoje / Les chambres rouges (2023),"Kiedy głośna sprawa seryjnego mordercy Ludovica Chevaliera trafiła do sądu, Kelly-Anne zaczyna mieć obsesję.",Film,"Horror, Kryminał, Tajemnica, Thriller",2023,118,6.1,114,2023,https://cda-hd.cc/65388/czerwone-pokoje-les-chambres-rouges-2023/,https://image.tmdb.org/t/p/w185/iXk5ZR5yFUtEfcuIIVxxesr9Wjc.jpg
Twisters (2024),"Była łowczyni burz, dręczona wspomnieniami związanymi z tornadami, powraca do Oklahomy. Tam ponownie musi stawić czoła nadchodzącej katastrofie.",Film,"Akcja, Przygodowy, Thriller",2024,122,7.0,116,USA,https://cda-hd.cc/65379/twisters-2024/,https://image.tmdb.org/t/p/w185/pjnD08FlMAIXsfOLKQbvmO0f0MD.jpg
Borderlands (2024),"Lilith, łowczyni nagród o szemranej reputacji powraca na swoją ojczystą planetę Pandorę, najbardziej porąbane miejsce we wszechświecie. Ma tu odnaleźć zaginioną córkę Atlasa, najpotężniejszego drania w galaktyce, który skrzywdziłby nawet muchę. W tym celu kompletuje odjechaną ekipę w składzie: Roland, najemnik, który nie bierze jeńców; Tiny Tina, słodka nastolatka z zamiłowaniem do demolki, Krieg, mięśniak o bicepsie większym od mózgu, Tannis, archeolożka, której niestraszne żadne ruiny oraz Claptrap, cwany robot o niewyparzonej gębie. Razem będą musieli stawić czoła całej plejadzie krwiożerczych Obcych i zdegenerowanych pandorskich gangsterów, by wywinąć się z pułapki i odkryć tajemnicę mogącą zaważyć na losach wszechświata. Takich dwóch, jak ich sześcioro, to nie ma ani jednego.",Film,"Akcja, Komedia, Przygodowy, Sci-Fi, Thriller",2024,102,4.8,117,USA,https://cda-hd.cc/65376/borderlands-2024/,https://image.tmdb.org/t/p/w185/lrlSOlTiIlTQqVqJGW4HaWjJaBJ.jpg
Rozdzieleni / Distant (2024),"Górnik fedrujący asteroidy ląduje awaryjnie na obcej planecie. Ścigany przez dziwne stworzenia, z kończącym się zapasem tlenu, próbuje dotrzeć przez ekstremalny teren do innej ocalałej osoby.",Film,"Dramat, Komedia, Sci-Fi",2024,115,6.1,118,USA,https://cda-hd.cc/65374/rozdzieleni-distant-2024/,https://image.tmdb.org/t/p/w185/rXbgn0NKeBOGyqUGa6hpYF996A6.jpg
Deadpool & Wolverine (2024),"Dochodzacy do siebie Wolverine spotyka pyskatego Deadpoola, z którym łączy siły, by stawić czoła wspólnemu wrogowi.",Film,"Akcja, Komedia, Przygodowy, Sci-Fi",2024,128,8.0,122,"United States, United Kingdom, Australia, New Zealand, Canada",https://cda-hd.cc/65372/deadpool-wolverine-2024/,https://image.tmdb.org/t/p/w185/7Hi6mRLsQtTaEtKiHqSeRFR1TQ2.jpg
Próba wiary / The Convert (2023),"Świecki kaznodzieja przybywa do brytyjskiej osady w Nowej Zelandii, gdzie trwa krwawa wojna między plemionami Maorysów.",Film,"Akcja, Dramat",2023,119,6.4,103,"United Kingdom, Australia, New Zealand",https://cda-hd.cc/65370/proba-wiary-the-convert-2023/,https://image.tmdb.org/t/p/w185/e5ZqqPlhKstzB4geibpZh38w7Pq.jpg
Bezwzględny pościg / You Can’t Run Forever (2024),"Cierpiąca na ostre stany lękowe młoda Miranda staje w obliczu nowego terroru, gdy seryjny morderca wybiera ją na swój kolejny cel. Gdy on goni ją przez las, ona wkrótce odzyskuje siłę, o której nie wiedziała, że musi umknąć morderczemu tropicielo.",Film,"Dramat, Horror, Thriller",2024,102,4.5,81,USA,https://cda-hd.cc/65360/bezwzgledny-poscig-you-cant-run-forever-2024/,https://image.tmdb.org/t/p/w185/mkQEa3W4UbkAaL8kwv7pj7AiM0u.jpg
Złotnik / The Goldsmith / L’orafo (2022),"Zdeterminowani, by okraść złotnika, trzech złodziei włamuje się do jego domu. Mężczyzna i jego żona okazują się jednak mniej bezbronni, niż się wydaje.",Film,"Horror, Thriller",2022,89,5.1,95,Italy,https://cda-hd.cc/65354/zlotnik-the-goldsmith-lorafo-2022/,https://image.tmdb.org/t/p/w185/m6VLa0HwFqqumeEHEGG5nZtSO3e.jpg
Obława / Hunt the Wicked / Ji e (2024),"Policjant z wydziału narkotykowego i tajemniczy mężczyzna będą zmuszeni połączyć siły, aby walczyć z przestępczością.",Film,"Akcja, Dramat, Kryminał",2024,102,5.9,104,China,https://cda-hd.cc/65352/oblawa-hunt-the-wicked-ji-e-2024/,https://m.media-amazon.com/images/M/MV5BMDIyNGQwNjYtNjE4Ni00Y2YwLTg4NTctYzk0Mzk4NDU0YWY2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
The Last Breath (2024),"Levi, angielski nurek mieszkający na Brytyjskich Wyspach Dziewiczych, od lat poszukuje wraku USS Charlotte, amerykańskiego okrętu wojennego zatopionego podczas II Wojny Światowej. Obsesja odcisnęła piętno na jego życiu osobistym i interesach. Pomaga mu młody Amerykanin Noah, doświadczony nurek, w którym Levi widzi swoje odbicie z młodości. Któregoś dnia Noah odkrywa okręt, który po 70 latach spoczywania pod piaskiem wyłonił się z dna. Do bazy nurkowej Leviego na wyspie przybywają przyjaciele Noah ze studiów, z którymi nie widział się od kilku lat. Namawiają go oni do wspólnego zejścia do wraku.",Film,"Horror, Thriller",2024,96,4.4,83,USA,https://cda-hd.cc/65335/the-last-breath-2024/,https://image.tmdb.org/t/p/w185/vWb8fEIsqKpO36Y7K5QH4DyV7zn.jpg
Dzień gniewu / Interstate / Jour de colère (2024),"Płatny zabójca, stając w obliczu kryzysu egzystencjalnego, postanawia zakończyć grę i opuścić miasto z ukochaną kobietą, jednak jego plany krzyżuje tajemniczy młody mężczyzna i jego bezwzględny były szef.",Film,Thriller,2024,81,6.6,107,Belgium,https://cda-hd.cc/65325/dzien-gniewu-interstate-jour-de-colere-2024/,https://image.tmdb.org/t/p/w185/xtDrlSi9UYrpvpyGg7SGSFrw5eR.jpg
Cztery córki / Four Daughters / Les filles d’Olfa (2023),"Olfa samotnie wychowuje cztery córki. Kiedy dwie najstarsze z nich znikają, z pomocą przychodzi pewien filmowiec, który ma dość oryginalny pomysł.",Film,Dokumentalny,2023,107,7.4,100,"France, Tunisia, Germany, Saudi Arabia, Cyprus",https://cda-hd.cc/65323/cztery-corki-four-daughters-les-filles-dolfa-2023/,https://image.tmdb.org/t/p/w185/iSpJ6fg1OOSO30IUkZskZDufVzN.jpg
Dom Ga’a / House of Ga’a (2024),"U szczytu świetności imperium Oyo srogi Bashorun Ga’a dzierżył władzę większą niż królowie, których wprowadzał na tron, ale utracił ją za sprawą działań swojej latorośli.",Film,"Biograficzny, Dramat, Historyczny",2024,119,3.9,101,Nigeria,https://cda-hd.cc/65321/dom-gaa-house-of-gaa-2024/,https://image.tmdb.org/t/p/w185/s9CBq3jjJvFtLCrvDquoj1kIz0c.jpg
Nie czas na negocjacje / No Negociable / Negociando con mi mujer (2024),"Policyjny negocjator Alan Bender zostaje wezwany, aby uratować porwanego prezydenta. Okazuje się, że od wyniku mediacji zależy też los jego żony i małżeństwa.",Film,"Akcja, Komedia, Thriller",2024,87,5.5,82,Mexico,https://cda-hd.cc/65319/nie-czas-na-negocjacje-no-negociable-negociando-con-mi-mujer-2024/,https://image.tmdb.org/t/p/w185/2kEL2QFPyqGcFhGvzVos58dQXKS.jpg
Ministerstwo Niebezpiecznych Drani / The Ministry of Ungentlemanly Warfare (2024),Armia brytyjska rekrutuje niewielki oddział wykwalifikowanych żołnierzy. Mają za zadanie przedostać się za linię wroga i uderzyć w samo serce niemieckich sił.,Film,"Akcja, Komedia, Wojenny",2024,120,7.2,121,"United States, United Kingdom, Turkey",https://cda-hd.cc/65311/ministerstwo-niebezpiecznych-drani-the-ministry-of-ungentlemanly-warfare-2024/,https://image.tmdb.org/t/p/w185/8aF0iAKH9MJMYAZdi0Slg77RYa2.jpg
Strangers / The Strangers: Chapter 1 (2024),"Młoda para wyrusza w podróż przez kraj. Po drodze zatrzymują się w wynajętym domu, w którym nocą zaczynają być terroryzowani przez trójkę zamaskowanych nieznajomych.",Film,Horror,2024,91,4.6,95,"United States, United Kingdom, Slovenia, Slovakia, Switzerland",https://cda-hd.cc/65308/strangers-the-strangers-chapter-1-2024/,https://image.tmdb.org/t/p/w185/cdFZoQDxLRRWXLB3kxCnc674dBF.jpg
Bad Boys: Ride or Die (2024),"Kiedy kapitan Howard zostaje niesłusznie oskarżony o przestępstwa związane z narkotykami, Bad Boys przysięgają oczyścić jego imię. Ale gdy zbliżają się do odkrycia prawdy, Mike i Marcus sami zostają wrobieni. Ścigani przez policję, na celowniku karteli, ścigani przez każdy gang w mieście",Film,"Akcja, Komedia, Kryminał, Przygodowy, Thriller",2024,115,7.3,119,USA,https://cda-hd.cc/65306/bad-boys-ride-or-die-2024/,https://image.tmdb.org/t/p/w185/9iH7jNWI4vctHz7sTcJBoXhGGDH.jpg
Miecz władzy / Blocking the Horse (2024),"Po śmierci generała, który został zaatakowany ze wszystkich stron, na polu bitwy zaginęła legendarna szabla. Jest ktoś, kto chce ją odzyskać za wszelką cenę.",Film,"Akcja, Przygodowy",2024,90,6.5,85,China,https://cda-hd.cc/65302/miecz-wladzy-blocking-the-horse-2024/,https://media.themoviedb.org/t/p/w500/1gsdKxcmQuy63piFz7b7H704Byo.jpg
Dziewczyna i morze / Young Woman and the Sea (2024),"„Dziewczyna i morze” to film oparty na niezwykłej, prawdziwej historii Trudy Ederle (Daisy Ridley), pierwszej kobiety, która z powodzeniem przepłynęła wpław kanał La Manche. Urodzona w Nowym Jorku w rodzinie imigrantów Trudy, przezwyciężyła przeciwności losu i niechęć patriarchalnego społeczeństwa, dzięki niezłomnemu wsparciu starszej siostry i oddanych trenerów. Stała się jedną z najlepszych pływaczek w drużynie olimpijskiej i dokonała czegoś niezwykłego – ukończyła 34-kilometrową podróż z Francji do Anglii.",Film,"Biograficzny, Dramat, Romans, Sportowy",2024,129,7.7,108,"United States, Hungary, Italy, United Kingdom, France",https://cda-hd.cc/65300/dziewczyna-i-morze-young-woman-and-the-sea-2024/,https://image.tmdb.org/t/p/w185/bZlecCuBVvKuarNGvchBwaOsQ3c.jpg
Gniazdo pająka / Sting (2024),"Podczas szalejącej burzy śnieżnej tajemniczy obiekt spada z nieba i przebija ścianę nowojorskiego apartamentowca. Zawiera on jajo, z którego wykluwa się nieznany gatunek pająka. Stworzenie zostaje odkryte przez dwunastoletnią Charlottę, która w tajemnicy przed rodzicami ukrywa swoje znalezisko. Dokarmiany przez nią pająk szybko rozrasta się do gigantycznych rozmiarów, a jego apetyt pozostaje nienasycony. Kiedy w budynku zaczynają ginąć zwierzęta i ludzie, Charlotta i jej bliscy stają do nierównej walki z wygłodniałą bestią. Czy mają jakiekolwiek szanse w starciu z obcą istotą, która posmakowała już krwi i ludzkiego mięsa?",Film,"Horror, Sci-Fi, Thriller",2024,92,5.7,100,"Australia, United States",https://cda-hd.cc/65295/gniazdo-pajaka-sting-2024/,https://image.tmdb.org/t/p/w185/nongnUCJXe5GIon2S2j9hzgcnxX.jpg
Mój przyjaciel szpieg – Wieczne miasto / My Spy: The Eternal City (2024),"Były agent CIA i jego 14-letnia pasierbica i protegowana ponownie łączą siły, aby uratować świat, gdy tournée chóru licealnego po Włoszech zostaje przerwane przez nikczemny spisek nuklearny wymierzony w Watykan.",Film,"Akcja, Komedia",2024,112,5.7,105,USA,https://cda-hd.cc/65291/moj-przyjaciel-szpieg-wieczne-miasto-my-spy-the-eternal-city-2024/,https://image.tmdb.org/t/p/w185/Bf3vCfM94bSJ1saZlyi0UW0e0U.jpg
Kaskader / The Fall Guy (2024),"Colt Seavers porzuca zawód kaskadera. Gdy znika gwiazda wysokobudżetowego filmu w reżyserii jego ex, decyduje się wrócić do branży.",Film,"Akcja, Dramat, Komedia, Romans",2024,126,7.1,96,"United States, Australia, Canada",https://cda-hd.cc/65287/kaskader-the-fall-guy-2024/,https://image.tmdb.org/t/p/w185/y2NOIJOIfWHJ9RaE6K7BNxJeDYw.jpg
Furiosa: Saga Mad Max / Furiosa: A Mad Max Saga (2024),"Kiedy świat upada, młoda Furiosa zostaje uprowadzona z Zielonego Miejsca Wielu Matek. Wpada w ręce potężnej Hordy Bikerów, której przewodzi watażka Dementus. Po przebyciu Pustkowi porywacze docierają do Cytadeli, gdzie rządzi Wieczny Joe. Dwóch tyranów zaczyna walkę o władzę, Furiosa zaś musi przetrwać wiele prób, jednocześnie gromadząc środki, które pozwolą jej wrócić do domu.",Film,"Akcja, Przygodowy, Sci-Fi, Thriller",2024,148,7.4,131,"Australia, United States",https://cda-hd.cc/65284/furiosa-saga-mad-max-furiosa-a-mad-max-saga-2024/,https://image.tmdb.org/t/p/w185/eLFOjrfPs61kaSvbBej5wZfaHtL.jpg
W Imię Boże / In the Name of God / Gudstjänst (2024),"Ksiądz zyskuje popularność po tym, jak jego żona cudem ozdrowiała. Jednak autentyczność tego wydarzenia zostaje poddana pod wątpliwość…",Film,"Horror, Thriller",2024,89,6.5,122,Sweden,https://cda-hd.cc/65280/w-imie-boze-in-the-name-of-god-gudstjanst-2024/,https://image.tmdb.org/t/p/w185/gWKINb5NfSiXyRdWDYCBE2jIQKA.jpg
Nieznani bohaterowie / Unsung Hero (2024),"Odnosząca sukcesy firma muzyczna Davida Smallbone’a upada, a on przenosi się z rodziną z Australii do Stanów w poszukiwaniu lepszej przyszłości. To oparta na niezwykłej prawdziwej historii opowieść o tym, jak David (Joel Smallbone) i jego ciężarna żona Helen (Daisy Betts) postanawiają zacząć wszystko od nowa z dobytkiem w walizkach, szóstką dzieci i miłością z do muzyki.",Film,"Dramat, Familijny",2024,113,7.0,94,USA,https://cda-hd.cc/65276/nieznani-bohaterowie-unsung-hero-2024/,https://image.tmdb.org/t/p/w185/mtkAdP8l8Hx9bIF2JChLdpy3VQL.jpg
Mutant (2024),"Nieustannie ulepszana sztuczna inteligencja przeszła mutację i zyskała świadomość. Rok później kontrolowała już niemal całe społeczeństwo, a maszyny rozpoczęły proces eksterminacji ludzkości.",Film,"Akcja, Sci-Fi",2024,90,5.1,123,China,https://cda-hd.cc/65270/mutant-2024/,https://m.media-amazon.com/images/M/MV5BNWZlYTgwM2EtODZmZC00NWY0LTlkNjctMDE3ZGFkYjg4MTVhXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Czerwone niebo / Afire / Roter Himmel (2023),Cztery osoby zostają uwięzione w swoim domu wakacyjnym nad Morzem Bałtyckim przez niekontrolowane pożary lasów.,Film,"Dramat, Komedia, Romans",2023,102,7.0,82,Germany,https://cda-hd.cc/65265/czerwone-niebo-afire-roter-himmel-2023/,https://image.tmdb.org/t/p/w185/liq9W7YY8tMfzAtZOXTgvhOJ024.jpg
Negocjator ślubny / Lobola Man (2024),"Wprawny negocjator ślubny Ace Ngubeni przyjmuje najtrudniejsze zlecenie w karierze i wkrótce przekonuje się, że gra toczy się nie tylko o pieniądze.",Film,"Komedia, Romans",2024,108,5.4,101,South Africa,https://cda-hd.cc/65263/negocjator-slubny-lobola-man-2024/,https://image.tmdb.org/t/p/w185/8htnhWgAdU711tksIJNo1KaoicR.jpg
Desperado / Xi zhuang bao tu (2024),Mężczyzna zostaje zwolniony z więzienia i prowadzi beztroskie życie w mieście pod innym nazwiskiem. Jednak na spokojnych ulicach nowa fala zła przybiera na sile.,Film,"Akcja, Dramat, Kryminał",2024,100,6.5,108,China,https://cda-hd.cc/65261/desperado-xi-zhuang-bao-tu-2024/,https://image.tmdb.org/t/p/w185/4xNyYHJBeFzzQvn1fEzz2xRxO9d.jpg
Test na teściów / Cocorico (2024),"Planujący wesele Alice i François zwołują spotkanie rodzinne spotkanie, na którym namawiają wszystkich do przeprowadzenia testów DNA. Niektórzy odkrywają, że ich pochodzenie nie jest tak jednoznaczne, jak sądzili…",Film,Komedia,2024,92,6.0,98,"France, Belgium",https://cda-hd.cc/65259/test-na-tesciow-cocorico-2024/,https://image.tmdb.org/t/p/w185/uJCxYoJ45N7NId1JvnzrsScxesY.jpg
Następcy: Rebelia Red / Descendants: The Rise of Red (2024),"Uma, która niegdyś stała po złej stronie mocy, teraz jest dyrektorką liceum w Auradonie. Do szkoły zaprasza Red, zbuntowaną córkę tyranicznej Królowej Kier z Krainy Czarów. Królowa Kier nie cierpi całego Auradonu, a zwłaszcza Kopciuszka. Korzysta z okazji do zemsty, podrzucając córkę do nowej szkoły i postanawia objąć władzę. Red musi połączyć siły z wiecznie dążącą do perfekcji córką Kopciuszka, Chloe, by cofnąć się w czasie i zmienić bieg bolesnych zdarzeń, które sprawiły, że mama Red stała się królową złoczyńców.",Film,"Akcja, Familijny, Fantasy, Muzyczny, Przygodowy",2024,91,5.2,96,USA,https://cda-hd.cc/65257/nastepcy-rebelia-red-descendants-the-rise-of-red-2024/,https://image.tmdb.org/t/p/w185/t9u9FWpKlZcp0Wz1qPeV5AIzDsk.jpg
Bardzo dziki Pendżab / Wild Wild Punjab (2024),"Czterech kumpli wyrusza w drogę przez Pendżab, aby pomóc jednemu z nich odzyskać dziewczynę. Niestety od początku nic nie idzie po ich myśli.",Film,"Komedia, Romans",2024,109,5.7,92,India,https://cda-hd.cc/65255/bardzo-dziki-pendzab-wild-wild-punjab-2024/,https://image.tmdb.org/t/p/w185/5EpIjplAtUiFyjR6C2gYN6xPiCP.jpg
Gwiezdne morze / Sea Sparkle / Zeevonk (2023),"Morze jest dla Leny drugim domem. Dziewczyna regularnie wygrywa zawody żeglarskie, a jej tata nie ma sobie równych w łowieniu ryb. Czy rzucona na głęboką wodę poradzi sobie z kolejnym wyzwaniem?",Film,Familijny,2023,98,6.4,101,"Belgium, Netherlands",https://cda-hd.cc/65253/gwiezdne-morze-sea-sparkle-zeevonk-2023/,https://image.tmdb.org/t/p/w185/lUrfIzMeupJP7rnouW8nHEQpngJ.jpg
Zaginione nocą / Vanished Into the Night / Septimo (2024),"Przechodzący przez trudny rozwód ojciec rusza na niebezpieczną misję, gdy jego dzieci znikają z wiejskiego domu na odludziu.",Film,"Dramat, Thriller",2024,93,5.6,81,Italy,https://cda-hd.cc/65251/zaginione-noca-vanished-into-the-night-septimo-2024/,https://image.tmdb.org/t/p/w185/zCOUsl6aszRo6uVx7Vsp6gd8s5r.jpg
Kto tam? / Who’s There? (2023),"Miliarder, pilot, policjant i młoda samotna matka – łączy ich jedno – znajdują się w sytuacjach krytycznych, stawiając czoła swoim lękom. Czy dokonają właściwego wyboru?",Film,Thriller,2023,74,5.9,91,Russia,https://cda-hd.cc/65249/kto-tam-whos-there-2023/,https://image.tmdb.org/t/p/w185/cW08M1sPzQs0CxW4zKa5WSbjPCg.jpg
